abacus|n.算盘
vertical|adj.垂直的,直立的,顶点的,[解]头顶的n.垂直线,垂直面,竖向
vertically|adv.垂直地
vertices|n.至高点,头顶
verve|n.气魄,神韵,活力,热情
very|adv.很,甚,及其,非常,完全adj.真正的,真实的,恰好的,绝对的,十足的,特别的
vessel|n.船,容器,器皿,脉管,导管
vest|n.汗衫,背心,内衣vt.使穿衣服,授予vi.穿衣服,归属
vestige|n.遗迹,痕迹,残余,丝毫,[生]退化的器官
vet|n.兽医v.诊疗,作兽医
veteran|n.老兵,老手,富有经验的人,退伍军人adj.老兵的,经验丰富的
veterinary|n.兽医adj.医牲畜的,兽医的
veto|n.否决,禁止,否决权vt.否决,禁止
vex|vt.使烦恼,恼怒
vexation|n.恼怒,烦恼,着急,苦恼的原因
vexatious|adj.伤脑筋的
via|prep.经,通过,经由
viable|adj.能养活的,能生育的,可行的
vial|n.小瓶vt.装入小瓶
vibrant|adj.振动
vibrate|v.(使)振动,(使)摇摆
vibration|n.振动,颤动,摇动,摆动
vicar|n.教区牧师
vicarage|n.教区牧师住处[俸禄
vicarious|adj.代理人的
vicariously|adv.代理地,担任代理者地
vice|n.恶习,恶行,坏脾气,罪恶,堕落,老虎钳,缺点,缺陷vt.钳住prep.代替
vicinity|n.邻近,附近,接近
vicious|adj.恶的,不道德的,恶意的,刻毒的,堕落的,品性不端的,有错误的
viciousness|n.恶意,邪恶
victim|n.受害人,牺牲者,牺牲品
victimize|v.牺牲
victor|n.胜利者adj.胜利者的
victorious|adj.获胜的,胜利的
victory|n.胜利,战胜,克服,[罗神]胜利女神
video|n.电视,录象,视频
videophone|n.电视电话
vie|v.竞争
view|n.景色,风景,观点,见解,观察,观看,意见,认为vt.观察,观看
viewfinder|n.反光镜,[物]探视镜
viewpoint|n.观点
vigil|n.守夜
vigilant|adj.警惕着的,警醒的
vignette|n.装饰图案,小插图vt.把....印放为虚光照
vigorous|adj.精力旺盛的,有力的,健壮的
vigour|n.[亦作vigor]活力,元气,气势,魅力
vile|adj.卑鄙的,可耻的,恶劣的,可憎的,简陋的,低廉的,坏透的,不足道的
villa|n.别墅,<英>城郊小屋
village|n.乡村,村庄adj.村庄的
villager|n.村民
villain|n.坏人,恶根
villainous|adj.坏人似的,恶棍的,恶毒的,缺德的,罪恶的,腐化堕落的
vindicate|vt.维护,辩护,表白
vindictive|adj.报复性的
vine|n.葡萄树,蔓生植物(如甜瓜),攀缘植物(如豌豆,蛇麻草),藤,蔓
vinegar|n.醋
vineyard|n.葡萄园
vintage|n.制造年期,葡萄收获期adj.古老的,最佳的,过时的v.收葡萄
viola|n.中提琴
violate|vt.违犯,亵渎(圣物),冒犯,干扰,违反,妨碍,侵犯,强暴
violation|n.违反,违背,妨碍,侵害,[体]违例,强奸
violence|n.猛烈,强烈,暴力,暴虐,暴行,强暴
violent|adj.猛烈的,激烈的,暴力引起的,强暴的
violet|n.紫罗兰adj.紫罗兰色的
violin|n.小提琴,小提琴手
violinist|n.小提琴演奏者,小提琴家
viral|adj.滤过性毒菌的,滤过性毒菌引起的
virgin|n.处女,(晚近用法)处男adj.处女的,童贞的,纯洁的,洁白无瑕疵的,未被玷污的,原始的,处于原耒状态的,未采伐过的森林美国著名游戏软件公司
virginal|n.十六,七世纪的小型有键乐器adj.处女的,无瑕的
virile|adj.男性的,男的,有男子气概的,精力充沛的
virtually|adv.事实上,实质上
virtue|n.德行,美德,贞操,优点,功效,效力,英勇
virtuous|adj.善良的,有道德的,贞洁的,有效力的
virulent|adj.剧毒的,致命的,刻毒的,[医]有病毒的,恶毒的,充满敌意的,恶性的
virus|n.[微]病毒,滤过性微生物,毒害,恶毒
visa|n.签证vt.签准维萨信用卡
visage|n.<书>面貌,容貌
viscera|n.内脏,内容
viscount|n.(英国的)子爵
visibility|n.可见度,可见性,显著,明显度,能见度
visible|adj.看得见的,明显的,显著的n.可见物
vision|n.视力,视觉,先见之明,眼力,想象力,幻想,幻影,景象vt.梦见,想象,显示
visionary|adj.幻影的,幻想的,梦想的n.空想家,梦想者,好幻想的人
visit|n.拜访,访问,游览,参观,(作客)逗留,视察,调查vt.拜访,访问,参观,视察,降临vi.访问,参观,闲谈
visitation|n.访问,探望,正式的视察n.[宗]天罚,天降的祸福
visitor|n.访问者,来宾,游客
vista|n.狭长的景色,街景,展望,回想
visual|adj.看的,视觉的,形象的,栩栩如生的
visualize|vt.形象,形象化,想象vi.显现
vital|adj.生死攸关的,重大的,生命的,生机的,至关重要的,所必需的
vitality|n.活力,生命力,生动性
vitalize|v.激发
vitamin|n.维他命,维生素
vivacity|n.活泼
vivid|adj.生动的,鲜明的,鲜艳的,大胆的,清晰的,活泼的,逼真的
vocabulary|n.词汇,词汇量,词表
vocal|adj.发嗓音的,声音的,有声的,歌唱的n.元音,声乐作品
vocalist|n.声乐家,歌手
vocalization|n.发声法
vocally|adv.用声音,用口头
vocation|n.召唤,号召,天命,天职,特殊的适应性,才能,行业,职业
vocative|adj.[语法]呼格的,呼唤的n.呼格
vodka|n.伏特加酒
vogue|n.时尚,时髦,风气,流行,风行adj.流行的,时髦的
voice|n.声音,嗓音,发音能力,意见,发言权,[语法]语态vt.表达,吐露
void|n.空间,空旷,空虚,怅惘adj.空的,无人的,空闲的,无效的,无用的,没有的
volatile|adj.飞行的,挥发性的,可变的,不稳定的,轻快的,爆炸性的n.[现罕]有翅的动物,挥发物
volatility|n.挥发性
volcano|n.火山
volitional|adj.意志的,凭意志的
volleyball|n.排球
volt|n.(马术中的)环骑,[击剑]闪避,[电工]伏特
voltage|n.[电工]电压,伏特数
voluble|adj.爱说话的,有口才的,流利的,健谈的,[罕]易旋转的,缠绕的
volume|n.卷,册,体积,量,大量,音量
voluminous|adj.卷数多的,大部分的,著书多的,容积大的,体积大的,丰满的,长篇的,庞大的
voluntary|adj.自动的,自愿的,主动的,故意的,非官办的,志愿的,自发的
volunteer|n.志愿者,志愿兵adj.志愿的,义务的,无偿的v.自愿
vomit|n.呕吐,呕吐物,催吐剂vi.呕吐,大量喷出vt.吐出,呕吐
vortex|n.旋涡,旋风,涡流,(动乱,争论等的)中心
vote|n.投票,选票,表决,得票数vi.投票vt.投票,投票决定,公认,<口>建议,使投票
voter|n.投票者,有投票权者
voucher|n.证人,保证人,证明者,凭证,凭单,<美>优惠购货卷
vow|n.誓约v.宣誓,立誓,发誓
vowel|n.元音adj.元音的
voyage|n.航程,航空,航海记,旅行记vi.航海,航行vt.渡过,飞过
vulgar|adj.粗俗的,庸俗的,普通的,通俗的,本土的n.<古>平民,百姓
vulgarity|n.粗俗,粗俗语,粗野行为
vulnerable|adj.易受攻击的,易受...的攻击
vulture|n.秃鹰,贪婪的人
waddle|蹒跚而行
wade|vi.跋涉vt.涉水,费力行走n.跋涉,可涉水而过的地方
wafer|n.[无]晶片,圆片,薄饼,干胶片,[宗]圣饼vt.用干胶片封
wag|vt.摇摆,摇动,饶舌vi.爱说笑打趣的人,摆动,喋喋不休n.摇摆,小丑
wage|n.工资v.发动
wagon|n.四轮马车,货车v.用运货马车运输货物
wail|n.悲叹,哀号,痛快vi.悲叹,哀号,嚎啕vt.悲痛(某人的悲惨遭遇)
waist|n.腰部,腰,衣服的上身部分,背心
waistcoat|n.<英>背心,马甲
wait|v.(～for)等待,等候n.等待,等待时间
waiter|n.侍者,服务员
waitress|n.女服务生
waive|v.放弃
wake|vt.叫醒,激发vi.醒来,醒着,警觉,振奋n.醒,守夜,尾迹,(人,车等经过的)痕迹,守丧
waken|vi.醒来vt.唤醒
walk|vi.步,行,走n.步行,散步,步,行道
walkway|n.走道,人行道
wall|n.墙壁,围墙,似墙之物adj.墙壁的vt.围以墙
wallet|n.皮夹,钱夹,钓鱼带
wallow|vi.打滚,<喻>沉迷,颠簸n.打滚,泥坑,堕落
walnut|n.胡桃,胡桃木
waltz|n.华尔兹舞,华尔兹舞曲adj.华尔兹舞的,华尔兹舞曲的vi.跳华尔兹舞,前进,旋转vt.迫使前进,与...跳华尔兹舞
wand|n.棒,棍,杖,(表示官职的)权杖,(柳树等幼树的)嫩枝
wander|vi.漫步,徘徊,迷路,迷失方向,离题
wane|vi.变小,亏缺,衰落,退潮,消逝,呈下弦n.月亏,月亏期,衰退,衰退期
want|vt.想要,希望,需要,短缺,缺少n.需要,短缺
wanton|adj.荒唐的,嬉戏的,繁茂的,肆意的,不道德的,不贞洁的n.荡妇,水性杨花的女人vi.嬉戏,闲荡,放肆vt.挥霍
war|n.战争vi.作战,打仗
ward|n.守卫,保卫,保护,牢房,病房,行政区,监护,锁孔vt.守护,保卫,防止,挡住,躲开,避免
wardrobe|n.衣柜,衣厨,衣室,衣服,行头,剧装
warehouse|n.仓库,货栈,大商店vt.贮入仓库,<俚>[经]以他人名义购进(股票)
warfare|n.战争,作战,冲突,竞争
warhead|n.弹头
warlike|adj.战争的,好战的,尚武的,有战争危险的
warlord|n.军阀,军阀式首脑
warm|adj.暖和的,暖的,温暖的,色情的,激烈的,热烈的,多情的,兴奋的adv.(常用以构成复合词)暖和地vt.使温暖,弄热,使兴奋,使热烈vi.变暖和,变温暖,激动,同情,爱好n.暖,保暖物
warmth|n.暖和,温暖,热心,热情
warn|vt.警告,注意,通知vi.发出警告,发出预告
warning|n.警告,预告,通知,预兆
warp|n.弯曲,歪曲,乖僻,偏差,乖戾,偏见vt.弄歪,使翘曲,使不正常,歪曲,使有偏见vi.变弯,变歪,变的反常
warrant|n.授权,正当理由,根据,证明,凭证,委任状,批准,许可证vt.保证,辩解,担保,批准,使有正当理由
warranty|n.(正当)理由,(合理)根据,授权,担保,保证,根据
warrior|n.战士,勇士,武士,战斗,尚武,鼓吹战争的人adj.战斗的,尚武的
warship|n.军舰,战船
wartime|n.战时
wary|adj.机警的
was|vbl.be的过去式
wash|n.洗,洗涤,冲洗,洗涤剂,洼地,洗的衣服,冲积物vt.洗,洗涤,洗清,粉刷,冲出,弄湿,流过,镀金于vi.洗涤,洗澡,被冲蚀,漂浮adj.耐洗的,(证券交易)虚假的
washing|n.洗涤,洗涤物,冲走的东西adj.洗涤用的,洗涤的
wasp|n.黄蜂
waste|n.废物,浪费,损耗,消耗,地面风化物,垃圾,荒地adj.废弃的,荒芜的,多余的vt.浪费,消耗,使荒芜vi.被浪费,挥霍钱财,变消瘦,被损耗
watch|n.注视,注意,手表,看守,守护,监视,值班人vt.看,注视,照顾,监视,警戒,守护,看守vi.观看,注视,守侯adj.手表的,挂表的
water|n.水,雨水,海水,水位,水面,流体vt.喷淋,供以水,注入水,使湿vi.流泪,加水adj.水的,水上的,水生的,含水的
watercolor|水彩画
waterfall|n.瀑布,瀑布似的东西
waterfront|n.水边地码头区,滨水地区
watermark|n.水印
watermelon|n.西瓜
waterproof|adj.防水的,不透水的
watershed|n.分水岭
watertight|adj.不漏水的,水密的
waterway|n.水路,排水沟
watery|adj.水的,似水的,潮湿的,平淡的,稀薄的,松软的,水淋淋的,有雨意的
watt|n.瓦特(1736-1819,英国工程师,发明家)
wave|n.波,波浪,(挥手)示意,致意vi.(挥手)示意,致意,波动,飘动,摇动
waver|n.动摇,开始退让,踌躇,挥动者vi.摇摆,颤抖,摆动,摇曳,犹豫
wax|n.蜡,蜡状物,增加,月亮由亏转盈vi.变大,增大,月亮渐满vt.上蜡于
way|n.路,路线,路途,习惯,行业,规模,道路,情形adj.中途,途中的adv.远远地,大大地,非常
wayward|adj.任性的
we|pron.我们
weak|adj.不牢固的,弱的,虚弱的,软弱的,淡的,疲软的,无力的,不耐用的
weaken|v.削弱,(使)变弱
weakness|n.虚弱,软弱,弱点,缺点
wealth|n.财富,财产,大量
wealthy|adj.富有的,丰裕的,充分的n.富人,有钱人
wean|vt.使断奶,使丢弃,使断念n.<苏格兰>幼儿,小儿
weapon|n.武器
weaponry|n.武器,军备
wear|vt.穿,戴v.(～out)磨损,用旧,(～out)穿着
wearily|adv.疲倦地,无聊地
weary|adj.疲倦的,厌倦的,令人厌烦的,疲劳v.疲倦,厌倦,厌烦
weather|n.天气,气候,气象,处境adj.迎风的,露天的vt.使受风吹雨打,侵蚀,使风化,经受住vi.风化,受侵蚀,经受风雨
weave|n.编法,织法,编织vt.编织,组合,编排,使迂回前进vi.纺织,迂回行进,摇晃n.织法,织物
web|n.网,蛛丝,蹼,翼手,织物,圈套,卷筒纸vi.使陷入罗网,形成网vt.织蜘蛛网于,使落入圈套环球网
wed|v.娶,嫁,结婚
wedding|n.婚礼,婚宴,结合,结婚典礼
wedge|n.楔vt.楔入,楔进
Wednesday|n.星期三
weed|n.野草,杂草v.除草,铲除
week|n.星期,周
weekday|n.周日,平日
weekend|n.周末,周末休假adj.周末的vi.度周末的
weekly|adj.每星期的,一周的adv.每周一次n.周刊,周报
weep|n.哭,哭泣,滴下vi.哭泣,流泪,哀悼,滴落vt.哭着使...,悲叹,滴下
weigh|vt.称...重量,称vi.重(若干)
weight|n.重力,重量,分量,砝码,重要(性),势力,负担,重累
weighty|adj.重的
weird|adj.怪异的,超自然的,神秘的,不可思议的,超乎事理之外的n.<古><苏格兰>命运,预言,符咒
welcome|n.欢迎vt.欢迎int.欢迎adj.受欢迎的
weld|vt.焊接n.焊接,焊缝
welfare|n.福利,安宁,幸福,福利事业,社会安全adj.福利的
well|adj.健康的,良好的,适当的adv.好,满意地,充分地,彻底地,有理地,适当地,夸奖地n.井vi.涌出
Welsh|adj.（英国）威尔士(Welsh)的
were|vbl.be的过去式
west|n.西方,西部adj.西的,西方的adv.向西方
western|adj.西的,西方的,来自西方的人,有西方特征的
westward|n.西方,西部,向西旅行adj.西方的,向西的adv.向西
wet|adj.湿的,潮湿的,有雨的,多雨的vt.弄湿
whack|vt.重打,击败vi.重击
whale|n.鲸v.捕鲸
wharf|n.码头vt.卸上码头,靠在码头vi.靠码头
what|pron.什么int.怎么,多么adj.什么adv.到什么程度,在哪一方面n.本质,实质,要素
whatever|pron.凡是...,无论什么adj.无论怎样的,无论哪一种的,什么也
wheat|n.小麦,小麦色,淡黄色,朴实的人
wheel|n.轮,车轮,轮子
when|conj.就在那个时候,在...的时候adv.什么时候,...的时候pron.什么时侯,那时
whenever|conj.无论何时,随时n.只要
where|adv.什么地方,在哪里,...的(地方)
whereabouts|n.下落,行踪,所在之处adv.在何处n.(用作单或复)行踪,下落,所在
whereas|conj.然而,反之,鉴于,尽管,但是
whereby|adv.凭什么,为何
wherever|adv.无论那里,无论什么情况下
whether|conj.是否,不管,无论
which|pron.哪个,哪几个,...的,...那个adj.哪个
whichever|pron.无论那一个,任何一个
whiff|n.一吹,一吸,一阵香气,一点点,香烟的一口vi.轻轻地吹,喷气,[棒]被三击出局,垂钓vt.吹送,喷出,吸,[棒]使被三击出局
while|n.一会儿,时间conj.当...的时候,虽然vt.消磨prep.<古><方>直到
whim|n.一时的兴致,幻想,反复无常,怪念头,奇想
whimsical|adj.反复无常的,古怪的
whip|n.鞭子,车夫v.鞭打,抽打,突然移动
whirl|v.(使)旋转,急动,急走n.旋转,—连串快速的活动
whirlwind|n.旋风
whisk|n.扫帚,毛掸子,搅拌器,打蛋器,拂vt.扫,拂,挥动,迅速移动,搅拌vi.飞奔
whisker|n.腮须,胡须,扫拂者vt.使有须,使有须状物
whiskey|n.威士忌酒adj.威士忌酒的
whisky|n.威士忌酒adj.威士忌酒的
whisper|n.耳语,私语,密谈,谣传,飒飒的声音vi.耳语,密谈,飒飒地响vt.低声说
whistle|n.口哨,汽笛,口哨声,汽笛声v.吹口哨,鸣汽笛
white|n.白色,蛋白,白种人adj.白(色)的,白种人的
whiten|vt.使白,变白,刷白,漂白vi.变白
whitewash|n.石灰水,白色涂料,白粉胶泥水,涂脂抹粉vt.用石灰水把...刷白
whizz|n.子弹等在空中掠过的声音,精明的人,专家v.(使)飕飕作声
who|pron.谁,那...的(人)
whoever|pron.任何人,无论谁
whole|n.全部,全体,整体,完全之体系adj.所有的,完整的,完全的,纯粹的,未损伤的,未打破的adv.完全,整个
wholesale|n.批发,趸售adj.批发的,[喻]大规模的
wholesome|adj.卫生的,有益的,健康的,有益健康的
wholly|adv.整个,统统,全部,专门地
whom|pron.谁
whoop|n.大叫,呐喊,喘息声,哮喘声,小块vi.叫喊,喘息vt.高声说,唤起
whose|pron.谁的,那(些)人的
why|adv.为什么,...的(理由)int.(表吃惊,满意等)哎呀!什么?
wick|n.蜡烛心,灯芯,油绳vt.通过毛细作用带走
wicked|adj.坏的,邪恶的,缺德的,不道德的,恶劣的,刻毒的,淘气的
wicker|n.柳条adj.柳条制的
wide|adj.宽的,广阔的,张大的,远离目标的adv.广阔地,广大地,远离目标地
widen|v.加宽,放宽,扩展
widespread|adj.分布广泛的,普遍的
widow|n.寡妇v.使成寡妇(或鳏夫)
width|n.宽度,宽广,广博,有一定宽度的东西(如一快布料等)
wield|v.挥
wife|n.妻子
wig|n.假发
wiggle|v.(使)踌躇,摆动n.踌躇,摆动
wild|adj.野性的,野生的,野蛮的,狂热的,疯狂的
will|n.意志,决心,意向,遗嘱v.aux.将,愿意,必须
willing|adj.乐意的,自愿的,心甘情愿的,反应迅速的
willow|n.柳树,柳木制品adj.柳木制的
willpower|n.毅力,意志力
wilt|v.(使)枯萎,(使)憔悴,(使)畏缩n.枯萎,憔悴,畏缩
wily|adj.老谋深算的
win|v.(获)胜,赢得,劝诱,取得胜利n.赢,胜利
wince|v.退缩
wind|n.风v.绕,缠,上发条,旋紧
windfall|n.被风吹落的果子(尤指苹果),横财
windmill|n.风车,风车房,旋转玩具vt.使旋转vi.作风车般旋转
window|n.窗,窗口
windscreen|n.风档玻璃
windy|adj.有风的,刮风的,多风的,风强的,腹胀的,吹牛的
wine|n.葡萄酒,酒
wing|n.翅,翅膀,翼,飞翔,机翼,派别vt.装以翼,飞过,使飞,空运,增加...速度vi.飞,飞行
wink|n.眨眼,使眼色,瞬间,(星光等的)闪烁vi.眨眼,使眼色,闪烁,打信号,假装不见,终止,熄灭vt.眨(眼)
winner|n.胜利者,优胜者,获胜的事物
winter|n.冬,冬季,萧条期,衰退期adj.冬天的vt.对...进行冬天保护vi.过冬
wipe|v.擦,揩,擦去
wire|n.金属丝,电线,电报,电信,铁丝网vt.用金属丝卷起,拍电报vi.打电报adj.金属丝制的
